deployment_organization_code,deployment_code,analysis_organization_code,analysis_code,recording_codes,analysis_sound_source_codes,analysis_granularity_code,analysis_start_datetime,analysis_end_datetime,analysis_sample_rate_khz,analysis_min_frequency_khz,analysis_max_frequency_khz,analysis_processing_code,analysis_quality_code,analysis_protocol_reference,analysis_dataset_url,analysis_release_data,analysis_release_pacm,detector_codes,detector_version,detector_json,detector_output_filename,detector_output_uri,analysis_analysts,analysis_json,analysis_comments
SWFSC,SWFSC_MBY_20220621_ADRIFT_024,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2022-06-25T16:00:00Z,2022-06-25T16:59:59Z,384,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20220621_ADRIFT_024,SWFSC,GRWH_ANALYSIS,SoundTrap_Recordings,GRWH,INTERVAL,2022-06-24T01:00:00Z,2022-06-24T12:59:59Z,384,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,"Guazzo, R. A., Helble, T. A., D’Spain, G. L., Weller, D. W., Wiggins, S. M., & Hildebrand, J. A. (2017). Migratory behavior of eastern North Pacific gray whales tracked using a hydrophone array. PLOS ONE, 12(10), e0185585. https://doi.org/10.1371/journal.pone.0185585",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20220621_ADRIFT_024,SWFSC,HUWH_ANALYSIS,SoundTrap_Recordings,HUWH,INTERVAL,2022-06-24T14:00:00Z,2022-06-24T21:59:59Z,384,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20220621_ADRIFT_024,SWFSC,NBHF_ANALYSIS,SoundTrap_Recordings,NBHF,INTERVAL,2022-06-22T17:00:00Z,2022-06-24T09:59:59Z,384,0,384,POST-PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20220621_ADRIFT_024,SWFSC,PWDO_ANALYSIS,SoundTrap_Recordings,PWDO,INTERVAL,2022-06-22T04:00:00Z,2022-06-25T11:59:59Z,384,0,100,POST-PROCESSED,�FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20220621_ADRIFT_024,SWFSC,SPWH_ANALYSIS,SoundTrap_Recordings,SPWH,INTERVAL,2022-06-24T15:00:00Z,2022-06-24T15:59:59Z,384,0,48,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20220621_ADRIFT_025,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2022-06-23T00:00:00Z,2022-06-25T16:59:59Z,384,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20220621_ADRIFT_025,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2022-06-22T12:00:00Z,2022-06-25T17:59:59Z,384,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20220621_ADRIFT_025,SWFSC,GRWH_ANALYSIS,SoundTrap_Recordings,GRWH,INTERVAL,2022-06-22T13:00:00Z,2022-06-23T19:59:59Z,384,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,"Guazzo, R. A., Helble, T. A., D’Spain, G. L., Weller, D. W., Wiggins, S. M., & Hildebrand, J. A. (2017). Migratory behavior of eastern North Pacific gray whales tracked using a hydrophone array. PLOS ONE, 12(10), e0185585. https://doi.org/10.1371/journal.pone.0185585",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20220621_ADRIFT_025,SWFSC,HUWH_ANALYSIS,SoundTrap_Recordings,HUWH,INTERVAL,2022-06-22T12:00:00Z,2022-06-24T21:59:59Z,384,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20220621_ADRIFT_025,SWFSC,NBHF_ANALYSIS,SoundTrap_Recordings,NBHF,INTERVAL,2022-06-22T19:00:00Z,2022-06-25T16:59:59Z,384,0,384,POST-PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20220621_ADRIFT_025,SWFSC,PWDO_ANALYSIS,SoundTrap_Recordings,PWDO,INTERVAL,2022-06-21T22:00:00Z,2022-06-25T12:59:59Z,384,0,100,POST-PROCESSED,�FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20220621_ADRIFT_025,SWFSC,SPWH_ANALYSIS,SoundTrap_Recordings,SPWH,INTERVAL,2022-06-24T05:00:00Z,2022-06-24T05:59:59Z,384,0,48,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20220621_ADRIFT_026,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2022-06-21T22:00:00Z,2022-06-25T16:59:59Z,384,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20220621_ADRIFT_026,SWFSC,NBHF_ANALYSIS,SoundTrap_Recordings,NBHF,INTERVAL,2022-06-22T06:00:00Z,2022-06-25T14:59:59Z,384,0,384,POST-PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20220621_ADRIFT_026,SWFSC,PWDO_ANALYSIS,SoundTrap_Recordings,PWDO,INTERVAL,2022-06-22T05:00:00Z,2022-06-25T10:59:59Z,384,0,100,POST-PROCESSED,�FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_046,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2023-03-11T22:00:00Z,2023-03-16T13:59:59Z,384,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_046,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2023-03-15T03:00:00Z,2023-03-16T18:59:59Z,384,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_046,SWFSC,HUWH_ANALYSIS,SoundTrap_Recordings,HUWH,INTERVAL,2023-03-11T19:00:00Z,2023-03-16T21:59:59Z,384,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_046,SWFSC,PWDO_ANALYSIS,SoundTrap_Recordings,PWDO,INTERVAL,2023-03-12T03:00:00Z,2023-03-16T15:59:59Z,384,0,100,POST-PROCESSED,�FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_047,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2023-03-14T00:00:00Z,2023-03-16T10:59:59Z,384,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_047,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2023-03-11T19:00:00Z,2023-03-15T10:59:59Z,384,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_047,SWFSC,HUWH_ANALYSIS,SoundTrap_Recordings,HUWH,INTERVAL,2023-03-11T19:00:00Z,2023-03-16T20:59:59Z,384,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_047,SWFSC,PWDO_ANALYSIS,SoundTrap_Recordings,PWDO,INTERVAL,2023-03-12T02:00:00Z,2023-03-16T15:59:59Z,384,0,100,POST-PROCESSED,�FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_047,SWFSC,UNDO_ANALYSIS,SoundTrap_Recordings,UNDO,INTERVAL,2023-03-12T10:00:00Z,2023-03-12T10:59:59Z,384,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_048,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2023-03-12T00:00:00Z,2023-03-17T21:59:59Z,384,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_048,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2023-03-12T13:00:00Z,2023-03-18T08:59:59Z,384,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_048,SWFSC,HUWH_ANALYSIS,SoundTrap_Recordings,HUWH,INTERVAL,2023-03-11T22:00:00Z,2023-03-18T18:59:59Z,384,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_048,SWFSC,PWDO_ANALYSIS,SoundTrap_Recordings,PWDO,INTERVAL,2023-03-11T20:00:00Z,2023-03-18T09:59:59Z,384,0,100,POST-PROCESSED,�FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_048,SWFSC,UNDO_ANALYSIS,SoundTrap_Recordings,UNDO,INTERVAL,2023-03-13T04:00:00Z,2023-03-13T08:59:59Z,384,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_049,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2023-03-12T07:00:00Z,2023-03-16T01:59:59Z,384,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_049,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2023-03-11T20:00:00Z,2023-03-16T17:59:59Z,384,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_049,SWFSC,HUWH_ANALYSIS,SoundTrap_Recordings,HUWH,INTERVAL,2023-03-11T22:00:00Z,2023-03-16T17:59:59Z,384,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_049,SWFSC,PWDO_ANALYSIS,SoundTrap_Recordings,PWDO,INTERVAL,2023-03-12T10:00:00Z,2023-03-16T13:59:59Z,384,0,100,POST-PROCESSED,�FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_050,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2023-03-12T19:00:00Z,2023-03-15T18:59:59Z,384,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_050,SWFSC,HUWH_ANALYSIS,SoundTrap_Recordings,HUWH,INTERVAL,2023-03-11T22:00:00Z,2023-03-16T19:59:59Z,384,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_050,SWFSC,PWDO_ANALYSIS,SoundTrap_Recordings,PWDO,INTERVAL,2023-03-12T07:00:00Z,2023-03-16T07:59:59Z,384,0,100,POST-PROCESSED,�FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_051,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2023-03-12T00:00:00Z,2023-03-16T13:59:59Z,384,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_051,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2023-03-12T10:00:00Z,2023-03-14T14:59:59Z,384,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_051,SWFSC,HUWH_ANALYSIS,SoundTrap_Recordings,HUWH,INTERVAL,2023-03-11T22:00:00Z,2023-03-16T19:59:59Z,384,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_051,SWFSC,PWDO_ANALYSIS,SoundTrap_Recordings,PWDO,INTERVAL,2023-03-12T04:00:00Z,2023-03-16T13:59:59Z,384,0,100,POST-PROCESSED,�FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_052,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2023-03-12T20:00:00Z,2023-03-16T19:59:59Z,384,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_052,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2023-03-11T22:00:00Z,2023-03-16T22:59:59Z,384,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_052,SWFSC,HUWH_ANALYSIS,SoundTrap_Recordings,HUWH,INTERVAL,2023-03-11T23:00:00Z,2023-03-16T19:59:59Z,384,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_052,SWFSC,PWDO_ANALYSIS,SoundTrap_Recordings,PWDO,INTERVAL,2023-03-12T03:00:00Z,2023-03-16T08:59:59Z,384,0,100,POST-PROCESSED,�FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2023-03-12T16:00:00Z,2023-03-16T18:59:59Z,384,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2023-03-12T03:00:00Z,2023-03-16T19:59:59Z,384,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,SoundTrap_Recordings,HUWH,INTERVAL,2023-03-12T00:00:00Z,2023-03-16T22:59:59Z,384,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,PWDO_ANALYSIS,SoundTrap_Recordings,PWDO,INTERVAL,2023-03-12T00:00:00Z,2023-03-16T10:59:59Z,384,0,100,POST-PROCESSED,�FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230711_ADRIFT_079,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2023-07-13T05:00:00Z,2023-07-13T05:59:59Z,384,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230711_ADRIFT_079,SWFSC,BLWH_ANALYSIS,SoundTrap_Recordings,BLWH,INTERVAL,2023-07-11T21:00:00Z,2023-07-16T12:59:59Z,384,0,0.25,POST-PROCESSED,FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230711_ADRIFT_079,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2023-07-12T21:00:00Z,2023-07-12T22:59:59Z,384,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230711_ADRIFT_079,SWFSC,GRAM_ANALYSIS,SoundTrap_Recordings,GRAM,INTERVAL,2023-07-12T05:00:00Z,2023-07-12T09:59:59Z,384,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230711_ADRIFT_079,SWFSC,GRWH_ANALYSIS,SoundTrap_Recordings,GRWH,INTERVAL,2023-07-13T00:00:00Z,2023-07-16T11:59:59Z,384,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,"Guazzo, R. A., Helble, T. A., D’Spain, G. L., Weller, D. W., Wiggins, S. M., & Hildebrand, J. A. (2017). Migratory behavior of eastern North Pacific gray whales tracked using a hydrophone array. PLOS ONE, 12(10), e0185585. https://doi.org/10.1371/journal.pone.0185585",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230711_ADRIFT_079,SWFSC,HUWH_ANALYSIS,SoundTrap_Recordings,HUWH,INTERVAL,2023-07-12T00:00:00Z,2023-07-14T02:59:59Z,384,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230711_ADRIFT_079,SWFSC,NBHF_ANALYSIS,SoundTrap_Recordings,NBHF,INTERVAL,2023-07-12T07:00:00Z,2023-07-16T12:59:59Z,384,0,384,POST-PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_MBY_20230711_ADRIFT_079,SWFSC,PWDO_ANALYSIS,SoundTrap_Recordings,PWDO,INTERVAL,2023-07-11T23:00:00Z,2023-07-16T13:59:59Z,384,0,100,POST-PROCESSED,�FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
